customer_id,signup_date,region,currency_preference,segment,acquisition_channel,age_band,country,country_latitude,country_longitude
CUST0002028,09-01-2025 11:47,APAC,AUD,SOHO,Affiliate,25-34,Australia,-25.2744,133.7751
CUST0002029,07-12-2024 20:30,EU,EUR,Consumer,Paid Search,35-44,Spain,40.4637,-3.7492
CUST0002030,05-08-2024 21:46,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002031,07-04-2024 02:08,EU,EUR,Consumer,Paid Search,45-54,France,46.2276,2.2137
CUST0002032,20-08-2025 05:19,EU,EUR,Consumer,Organic,18-24,Germany,51.1657,10.4515
CUST0002033,23-01-2024 13:02,EU,EUR,Consumer,Social,25-34,Netherlands,52.1326,5.2913
CUST0002034,09-11-2024 02:08,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0002035,21-04-2025 22:55,,USD,SOHO,Paid Search,18-24,United States,39.8283,-98.5795
CUST0002036,18-01-2025 13:14,EU,EUR,Consumer,Email,35-44,Germany,51.1657,10.4515
CUST0002037,09-03-2025 07:03,,USD,SOHO,Email,25-34,United States,39.8283,-98.5795
CUST0002038,07-09-2024 13:57,,USD,SOHO,Affiliate,45-54,United States,39.8283,-98.5795
CUST0002039,07-04-2024 16:17,LATAM,USD,Consumer,Email,35-44,Brazil,-14.235,-51.9253
CUST0002040,10-10-2024 01:08,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0002041,03-07-2024 12:13,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0002042,20-03-2025 10:42,,USD,SOHO,Organic,55+,Canada,56.1304,-106.3468
CUST0002043,08-05-2025 19:07,EU,EUR,Consumer,Paid Search,35-44,Germany,51.1657,10.4515
CUST0002044,12-07-2025 08:59,,USD,SOHO,Email,35-44,United States,39.8283,-98.5795
CUST0002045,21-06-2025 18:10,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0002046,22-07-2025 04:49,EU,EUR,SMB,Organic,25-34,Germany,51.1657,10.4515
CUST0002047,15-06-2024 13:33,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0002048,05-10-2024 04:39,EU,EUR,Consumer,Social,35-44,France,46.2276,2.2137
CUST0002049,17-01-2024 17:01,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0002050,21-02-2024 00:49,EU,GBP,Consumer,Email,18-24,United Kingdom,55.3781,-3.436
CUST0002051,25-12-2024 09:13,APAC,USD,Consumer,Organic,18-24,Philippines,12.8797,121.774
CUST0002052,10-09-2024 08:05,EU,EUR,SOHO,Affiliate,25-34,Spain,40.4637,-3.7492
CUST0002053,26-06-2024 10:11,EU,EUR,SMB,Organic,25-34,Spain,40.4637,-3.7492
CUST0002054,14-05-2025 09:45,,USD,SMB,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0002055,07-04-2024 11:25,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0002056,22-10-2024 01:20,,USD,Consumer,Affiliate,35-44,Canada,56.1304,-106.3468
CUST0002057,30-07-2025 08:19,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002058,04-05-2025 16:03,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0002059,28-06-2025 22:05,APAC,AUD,Consumer,Social,35-44,Australia,-25.2744,133.7751
CUST0002060,16-01-2024 03:28,,USD,Consumer,Paid Search,45-54,United States,39.8283,-98.5795
CUST0002061,29-08-2024 05:57,,USD,Consumer,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0002062,18-04-2024 00:09,APAC,USD,Consumer,Paid Search,25-34,Philippines,12.8797,121.774
CUST0002063,16-07-2025 23:29,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0002064,23-05-2024 07:31,EU,EUR,SMB,Email,25-34,Spain,40.4637,-3.7492
CUST0002065,25-04-2024 13:58,,USD,Consumer,Retail Media,25-34,United States,39.8283,-98.5795
CUST0002066,02-01-2024 03:58,EU,GBP,Enterprise,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0002067,08-04-2024 21:58,EU,GBP,SOHO,Social,35-44,United Kingdom,55.3781,-3.436
CUST0002068,15-08-2024 04:21,EU,GBP,Consumer,Affiliate,35-44,United Kingdom,55.3781,-3.436
CUST0002069,27-07-2024 08:50,APAC,USD,SOHO,Social,35-44,Philippines,12.8797,121.774
CUST0002070,31-10-2024 13:08,EU,EUR,Consumer,Email,25-34,Netherlands,52.1326,5.2913
CUST0002071,05-02-2024 15:51,,USD,SMB,Email,45-54,Canada,56.1304,-106.3468
CUST0002072,04-07-2024 05:07,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002073,26-08-2024 11:57,APAC,USD,Enterprise,Email,25-34,Philippines,12.8797,121.774
CUST0002074,08-05-2024 09:06,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0002075,27-08-2025 04:05,EU,EUR,SMB,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0002076,26-05-2024 18:42,EU,EUR,SOHO,Paid Search,25-34,Germany,51.1657,10.4515
CUST0002077,17-04-2025 10:50,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0002078,19-06-2025 18:15,APAC,AUD,Consumer,Affiliate,45-54,Australia,-25.2744,133.7751
CUST0002079,20-01-2025 05:29,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002080,25-02-2024 00:57,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0002081,23-06-2024 05:36,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0002082,29-10-2024 01:37,,USD,SMB,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002083,25-04-2025 15:47,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0002084,12-06-2024 18:42,,USD,Enterprise,Paid Search,55+,United States,39.8283,-98.5795
CUST0002085,07-06-2025 09:30,EU,EUR,SOHO,Paid Search,25-34,France,46.2276,2.2137
CUST0002086,12-11-2024 12:09,,USD,Consumer,Paid Search,45-54,United States,39.8283,-98.5795
CUST0002087,24-01-2024 01:33,APAC,AUD,SMB,Social,25-34,Australia,-25.2744,133.7751
CUST0002088,14-02-2024 08:42,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0002089,19-12-2024 16:49,APAC,USD,SMB,Email,45-54,Philippines,12.8797,121.774
CUST0002090,12-03-2024 05:09,EU,EUR,Consumer,Affiliate,35-44,Netherlands,52.1326,5.2913
CUST0002091,11-03-2025 23:57,,USD,Consumer,Retail Media,55+,United States,39.8283,-98.5795
CUST0002092,07-05-2025 08:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0002093,24-05-2025 04:16,EU,EUR,Consumer,Paid Search,35-44,Spain,40.4637,-3.7492
CUST0002094,23-02-2025 23:27,LATAM,USD,Consumer,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0002095,08-08-2025 14:29,EU,GBP,Consumer,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0002096,02-05-2024 04:14,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0002097,26-09-2024 13:20,APAC,AUD,SMB,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0002098,25-02-2025 23:14,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0002099,17-09-2024 06:57,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0002100,23-01-2024 10:59,EU,EUR,SOHO,Affiliate,45-54,Germany,51.1657,10.4515
CUST0002101,27-04-2025 10:12,EU,EUR,SOHO,Paid Search,55+,Netherlands,52.1326,5.2913
CUST0002102,27-07-2024 06:24,LATAM,USD,SMB,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0002103,17-08-2025 11:32,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0002104,12-07-2025 04:16,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0002105,27-10-2024 09:46,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0002106,18-03-2025 12:19,EU,EUR,Consumer,Social,25-34,Spain,40.4637,-3.7492
CUST0002107,27-04-2025 05:22,APAC,AUD,SMB,Social,35-44,Australia,-25.2744,133.7751
CUST0002108,18-06-2024 02:08,APAC,AUD,Consumer,Affiliate,25-34,Australia,-25.2744,133.7751
CUST0002109,21-08-2025 15:12,EU,EUR,SMB,Organic,35-44,France,46.2276,2.2137
CUST0002110,19-02-2025 05:48,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0002111,31-03-2024 00:45,EU,EUR,Enterprise,Email,45-54,Germany,51.1657,10.4515
CUST0002112,27-04-2025 02:39,EU,GBP,Consumer,Social,45-54,United Kingdom,55.3781,-3.436
CUST0002113,26-08-2025 23:16,,USD,SMB,Organic,35-44,Canada,56.1304,-106.3468
CUST0002114,23-01-2024 12:47,LATAM,USD,SMB,Affiliate,45-54,Brazil,-14.235,-51.9253
CUST0002115,16-01-2025 22:02,APAC,USD,SMB,Social,35-44,Philippines,12.8797,121.774
CUST0002116,17-04-2025 03:30,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0002117,25-04-2024 05:52,EU,EUR,Consumer,Social,25-34,France,46.2276,2.2137
CUST0002118,18-03-2025 07:08,EU,GBP,SOHO,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0002119,15-01-2025 13:25,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0002120,22-02-2025 12:20,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0002121,25-04-2025 01:41,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0002122,18-02-2025 03:53,EU,EUR,Consumer,Affiliate,35-44,Germany,51.1657,10.4515
CUST0002123,04-05-2024 01:00,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0002124,28-06-2024 20:50,APAC,AUD,Consumer,Social,35-44,Australia,-25.2744,133.7751
CUST0002125,06-07-2024 03:36,EU,EUR,Consumer,Email,45-54,Germany,51.1657,10.4515
CUST0002126,18-04-2024 14:47,EU,EUR,Consumer,Email,35-44,Germany,51.1657,10.4515
CUST0002127,18-02-2024 11:34,,USD,Consumer,Paid Search,55+,United States,39.8283,-98.5795
CUST0002128,02-08-2025 19:24,EU,EUR,Consumer,Social,45-54,Germany,51.1657,10.4515
CUST0002129,14-04-2024 08:04,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0002130,11-06-2024 18:42,,USD,SMB,Organic,45-54,United States,39.8283,-98.5795
CUST0002131,28-08-2024 20:10,APAC,AUD,Enterprise,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0002132,16-03-2025 09:25,APAC,AUD,Enterprise,Organic,55+,Australia,-25.2744,133.7751
CUST0002133,22-08-2025 00:49,EU,EUR,SMB,Social,35-44,Netherlands,52.1326,5.2913
CUST0002134,15-01-2025 14:33,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0002135,28-01-2024 08:39,LATAM,USD,SOHO,Organic,25-34,Brazil,-14.235,-51.9253
CUST0002136,08-05-2025 18:58,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0002137,25-02-2024 10:44,LATAM,USD,SOHO,Email,45-54,Brazil,-14.235,-51.9253
CUST0002138,19-11-2024 11:56,APAC,USD,Consumer,Email,35-44,Philippines,12.8797,121.774
CUST0002139,31-08-2024 02:11,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002140,24-04-2024 00:46,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0002141,16-07-2024 12:38,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0002142,15-05-2025 22:09,EU,GBP,SOHO,Retail Media,25-34,United Kingdom,55.3781,-3.436
CUST0002143,04-08-2025 21:54,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002144,10-07-2025 21:27,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0002145,20-01-2025 16:01,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002146,09-05-2024 11:19,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0002147,30-10-2024 21:30,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0002148,09-01-2025 16:12,EU,EUR,SMB,Organic,45-54,France,46.2276,2.2137
CUST0002149,15-03-2025 19:03,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0002150,22-11-2024 02:38,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0002151,26-01-2025 08:55,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002152,11-03-2024 10:39,EU,GBP,Consumer,Email,35-44,United Kingdom,55.3781,-3.436
CUST0002153,22-11-2024 11:32,EU,EUR,SOHO,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0002154,30-05-2025 18:06,EU,GBP,SOHO,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002155,18-05-2024 07:40,EU,GBP,SOHO,Social,35-44,United Kingdom,55.3781,-3.436
CUST0002156,06-02-2025 22:06,EU,EUR,SMB,Email,35-44,France,46.2276,2.2137
CUST0002157,23-01-2025 03:26,EU,EUR,SMB,Organic,25-34,Spain,40.4637,-3.7492
CUST0002158,09-01-2025 20:12,EU,EUR,SOHO,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0002159,06-06-2024 11:57,EU,EUR,Consumer,Affiliate,35-44,Netherlands,52.1326,5.2913
CUST0002160,11-05-2024 11:43,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0002161,28-03-2025 11:03,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0002162,03-12-2024 02:15,,USD,SOHO,Email,45-54,United States,39.8283,-98.5795
CUST0002163,12-06-2025 16:09,,USD,SMB,Organic,35-44,United States,39.8283,-98.5795
CUST0002164,25-11-2024 17:13,APAC,USD,SOHO,Paid Search,25-34,Philippines,12.8797,121.774
CUST0002165,27-01-2025 20:28,APAC,AUD,SMB,Social,55+,Australia,-25.2744,133.7751
CUST0002166,30-06-2024 02:44,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0002167,19-07-2025 10:47,EU,EUR,Consumer,Paid Search,25-34,Germany,51.1657,10.4515
CUST0002168,23-01-2025 00:01,EU,EUR,Consumer,Affiliate,25-34,Spain,40.4637,-3.7492
CUST0002169,05-03-2024 02:54,,USD,SMB,Paid Search,35-44,United States,39.8283,-98.5795
CUST0002170,12-11-2024 17:13,,USD,SMB,Social,45-54,United States,39.8283,-98.5795
CUST0002171,16-03-2024 03:17,EU,EUR,SOHO,Email,25-34,Germany,51.1657,10.4515
CUST0002172,27-12-2024 14:03,EU,GBP,SOHO,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002173,25-07-2025 13:56,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0002174,23-01-2024 16:40,EU,EUR,SMB,Paid Search,55+,Netherlands,52.1326,5.2913
CUST0002175,02-02-2024 22:11,,USD,SMB,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002176,22-02-2025 14:35,EU,GBP,Consumer,Email,45-54,United Kingdom,55.3781,-3.436
CUST0002177,08-02-2025 07:33,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0002178,25-01-2024 04:36,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0002179,24-03-2025 21:41,EU,EUR,SOHO,Organic,35-44,Spain,40.4637,-3.7492
CUST0002180,26-05-2025 09:37,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0002181,25-01-2025 03:10,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0002182,03-09-2024 18:15,EU,EUR,SOHO,Affiliate,55+,Netherlands,52.1326,5.2913
CUST0002183,18-10-2024 23:33,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0002184,26-10-2024 23:45,,USD,Enterprise,Retail Media,35-44,United States,39.8283,-98.5795
CUST0002185,23-02-2024 05:48,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0002186,11-05-2024 20:59,EU,EUR,Consumer,Affiliate,25-34,Germany,51.1657,10.4515
CUST0002187,03-02-2024 00:49,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0002188,15-01-2024 20:46,,USD,Consumer,Retail Media,25-34,United States,39.8283,-98.5795
CUST0002189,24-03-2024 06:54,,USD,Consumer,Paid Search,45-54,Canada,56.1304,-106.3468
CUST0002190,08-03-2025 23:02,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0002191,30-06-2025 15:37,,USD,Consumer,Paid Search,55+,United States,39.8283,-98.5795
CUST0002192,12-08-2024 21:47,,USD,Consumer,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0002193,17-05-2024 10:00,APAC,USD,Consumer,Email,18-24,Philippines,12.8797,121.774
CUST0002194,25-07-2024 05:53,,USD,SOHO,Organic,18-24,United States,39.8283,-98.5795
CUST0002195,14-07-2025 14:40,,USD,Consumer,Affiliate,45-54,United States,39.8283,-98.5795
CUST0002196,17-03-2025 08:04,,USD,Consumer,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0002197,07-02-2024 16:46,,USD,SOHO,Paid Search,18-24,United States,39.8283,-98.5795
CUST0002198,12-09-2024 02:11,APAC,AUD,Consumer,Organic,45-54,Australia,-25.2744,133.7751
CUST0002199,24-03-2025 00:21,,USD,SMB,Paid Search,45-54,United States,39.8283,-98.5795
CUST0002200,16-08-2025 05:37,EU,GBP,SOHO,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0002201,30-04-2025 03:22,,USD,SOHO,Social,25-34,Canada,56.1304,-106.3468
CUST0002202,21-01-2025 05:56,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0002203,04-07-2025 22:57,EU,EUR,SOHO,Social,45-54,Spain,40.4637,-3.7492
CUST0002204,30-06-2024 13:15,EU,EUR,SMB,Email,35-44,Netherlands,52.1326,5.2913
CUST0002205,05-05-2024 15:46,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0002206,20-06-2025 11:15,APAC,AUD,Consumer,Email,25-34,Australia,-25.2744,133.7751
CUST0002207,19-07-2025 04:00,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0002208,04-08-2024 16:00,EU,GBP,SOHO,Email,25-34,United Kingdom,55.3781,-3.436
CUST0002209,26-09-2024 12:00,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0002210,08-08-2025 23:48,EU,EUR,SOHO,Organic,35-44,Spain,40.4637,-3.7492
CUST0002211,10-04-2024 18:19,EU,EUR,Consumer,Email,45-54,Germany,51.1657,10.4515
CUST0002212,10-01-2025 12:53,EU,GBP,SOHO,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0002213,22-04-2024 10:34,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0002214,19-10-2024 08:09,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0002215,27-01-2024 20:38,EU,EUR,Consumer,Organic,45-54,Netherlands,52.1326,5.2913
CUST0002216,21-01-2024 21:36,EU,EUR,Consumer,Retail Media,25-34,France,46.2276,2.2137
CUST0002217,22-04-2024 08:59,EU,EUR,Consumer,Organic,45-54,Netherlands,52.1326,5.2913
CUST0002218,13-03-2025 05:01,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0002219,16-03-2025 20:42,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0002220,25-12-2024 08:58,EU,EUR,SMB,Social,25-34,Netherlands,52.1326,5.2913
CUST0002221,28-08-2024 15:44,EU,EUR,SMB,Affiliate,25-34,Germany,51.1657,10.4515
CUST0002222,18-03-2025 05:40,LATAM,USD,Consumer,Email,35-44,Brazil,-14.235,-51.9253
CUST0002223,13-07-2025 23:57,,USD,Consumer,Social,18-24,United States,39.8283,-98.5795
CUST0002224,15-05-2024 00:33,,USD,Consumer,Organic,55+,United States,39.8283,-98.5795
CUST0002225,06-03-2025 06:49,APAC,USD,SOHO,Paid Search,55+,Philippines,12.8797,121.774
CUST0002226,06-05-2024 11:51,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002227,26-05-2024 00:53,LATAM,USD,Consumer,Email,18-24,Brazil,-14.235,-51.9253
CUST0002228,24-07-2024 00:50,LATAM,USD,Consumer,Email,25-34,Brazil,-14.235,-51.9253
CUST0002229,25-04-2024 05:27,,USD,SOHO,Paid Search,55+,United States,39.8283,-98.5795
CUST0002230,22-05-2025 15:13,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002231,27-08-2024 16:40,,USD,SOHO,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002232,06-02-2025 07:58,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0002233,22-10-2024 20:01,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002234,08-02-2025 09:56,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0002235,19-08-2025 12:35,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0002236,02-06-2025 12:10,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0002237,30-06-2024 17:54,LATAM,USD,Consumer,Email,25-34,Brazil,-14.235,-51.9253
CUST0002238,20-04-2025 04:16,EU,EUR,Consumer,Organic,35-44,Spain,40.4637,-3.7492
CUST0002239,25-12-2024 15:27,,USD,Consumer,Email,45-54,Canada,56.1304,-106.3468
CUST0002240,21-11-2024 09:19,EU,GBP,Consumer,Affiliate,35-44,United Kingdom,55.3781,-3.436
CUST0002241,28-05-2025 03:38,EU,EUR,SMB,Retail Media,35-44,Spain,40.4637,-3.7492
CUST0002242,05-02-2024 04:31,EU,EUR,Consumer,Paid Search,18-24,Germany,51.1657,10.4515
CUST0002243,18-01-2025 16:10,,USD,Consumer,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0002244,01-12-2024 17:49,LATAM,USD,Consumer,Organic,18-24,Brazil,-14.235,-51.9253
CUST0002245,22-04-2024 02:28,EU,EUR,Consumer,Paid Search,35-44,Germany,51.1657,10.4515
CUST0002246,08-07-2025 02:58,APAC,AUD,Consumer,Email,25-34,Australia,-25.2744,133.7751
CUST0002247,19-08-2025 05:02,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0002248,02-09-2024 13:37,APAC,USD,Consumer,Organic,18-24,Philippines,12.8797,121.774
CUST0002249,28-03-2024 05:32,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0002250,12-06-2025 10:52,,USD,SOHO,Organic,35-44,United States,39.8283,-98.5795
CUST0002251,04-08-2024 03:03,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0002252,28-02-2025 16:32,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0002253,08-04-2024 18:51,,USD,Consumer,Email,35-44,Canada,56.1304,-106.3468
CUST0002254,21-03-2024 06:36,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0002255,29-07-2024 00:07,EU,EUR,SOHO,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0002256,30-10-2024 11:36,,USD,Consumer,Affiliate,45-54,United States,39.8283,-98.5795
CUST0002257,10-08-2024 06:48,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0002258,11-06-2025 15:18,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002259,19-02-2024 11:04,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0002260,06-02-2024 20:39,,USD,SOHO,Email,55+,United States,39.8283,-98.5795
CUST0002261,18-01-2025 11:56,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0002262,03-07-2025 13:03,EU,GBP,Consumer,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0002263,25-05-2024 00:32,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0002264,18-03-2024 08:05,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0002265,25-04-2024 07:37,EU,EUR,Consumer,Retail Media,35-44,Spain,40.4637,-3.7492
CUST0002266,18-03-2024 10:05,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0002267,31-10-2024 19:37,,USD,SOHO,Retail Media,35-44,United States,39.8283,-98.5795
CUST0002268,27-02-2024 18:22,EU,EUR,Consumer,Organic,35-44,Spain,40.4637,-3.7492
CUST0002269,12-02-2024 05:00,LATAM,USD,Consumer,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0002270,08-01-2024 11:48,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0002271,23-08-2025 11:22,EU,GBP,Consumer,Email,18-24,United Kingdom,55.3781,-3.436
CUST0002272,06-02-2024 03:29,EU,EUR,Consumer,Paid Search,45-54,Netherlands,52.1326,5.2913
CUST0002273,06-11-2024 16:48,LATAM,USD,SMB,Organic,35-44,Brazil,-14.235,-51.9253
CUST0002274,10-01-2024 06:15,,USD,SOHO,Social,55+,Canada,56.1304,-106.3468
CUST0002275,11-03-2025 19:44,EU,EUR,Consumer,Retail Media,25-34,France,46.2276,2.2137
CUST0002276,23-05-2025 03:07,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0002277,19-09-2024 05:04,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0002278,20-09-2024 18:55,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0002279,11-09-2024 19:29,EU,EUR,SMB,Affiliate,18-24,France,46.2276,2.2137
CUST0002280,24-09-2024 13:23,EU,EUR,Consumer,Paid Search,55+,Spain,40.4637,-3.7492
CUST0002281,11-05-2025 14:52,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0002282,06-05-2025 04:49,EU,EUR,SOHO,Paid Search,45-54,France,46.2276,2.2137
CUST0002283,19-12-2024 15:35,APAC,AUD,Consumer,Email,45-54,Australia,-25.2744,133.7751
CUST0002284,19-07-2025 08:33,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0002285,04-04-2024 00:02,EU,EUR,SOHO,Affiliate,25-34,France,46.2276,2.2137
CUST0002286,30-04-2025 18:47,,USD,Consumer,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0002287,25-02-2025 03:46,,USD,Consumer,Email,18-24,United States,39.8283,-98.5795
CUST0002288,16-05-2024 19:29,,USD,SOHO,Retail Media,25-34,United States,39.8283,-98.5795
CUST0002289,18-04-2025 17:42,LATAM,USD,SOHO,Organic,25-34,Brazil,-14.235,-51.9253
CUST0002290,17-09-2024 04:12,,USD,Consumer,Affiliate,45-54,United States,39.8283,-98.5795
CUST0002291,07-02-2025 03:17,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0002292,23-05-2024 21:06,LATAM,USD,Consumer,Social,55+,Brazil,-14.235,-51.9253
CUST0002293,04-07-2024 15:48,,USD,Consumer,Retail Media,18-24,Canada,56.1304,-106.3468
CUST0002294,27-03-2025 01:20,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0002295,10-04-2024 18:00,EU,EUR,Consumer,Affiliate,18-24,Netherlands,52.1326,5.2913
